review_text_processed,polarity
ate hoje o produto nao foi entregue.,0
gostei de comprar nesta loja.,1
produto de otima qualidade e entrega super rapida!,1
veio faltando o bebe conforto,0
muito bom,1
sensacional compra. tudo perfeito. ganhei ate brinde. recomendo.,1
"muito linda.demorou muito em chegar ate meu endereco ,mais valeu a pena. linda",1
"o maior problema foi ter de buscar o produto nos correios, que nao era o da minha cidade. absurdo ter de pagar um frete que nao e barato e nao receber o produto em casa.",0
ainda nao usei o produto mais parece ter excelente qualidade. chegou muito antes do esperado. recomendo pela agilidade.,1
esse produto somente sera testado na pratica numa tentativa real de furto. aparentemente e funcional e deve inibir a acao dos bandidos. tem bom acabamento e e de pratico uso,1
nao chegou oque comprei ainda estou esperando espero que nao demore,0
"prezados, basta rastrear nos correios, onde consta, objeto ainda nao chegou a unidade. solicito providencias, pois, a previsao dada pela loja era de ate 27/12/2017.",0
produto otimo e lindo??,1
"o produto e bom, mas a lannister deve estar fazendo uma promocao as avessas, pois paguei 2 mas recebi so 1, ja fiz a reclamacao no site mas ate agora nada!",0
nao egue 20/03 como combinado e nem ninguem ligou para da uma satisfacao,0
produto exatamente conforme descrito. chegou bem antes do prazo!,1
nem sei o que dizer!!!,0
"pedi e paguei por dois cartuchos, recebi apenas um e nao consigo entrar em contato com alguem que me informe como proceder nesse caso.",0
"a entrega ocorreu no prazo, apesar do susto que o correio pregou informando que a encomenda nao havia chegado no centro de distribuicao durante o rastreio.",1
muita boa loja,1
muito bom. entregue antes do prazo.,1
recebi um cartucho compativel e nao o original especificado no site e no pedido. solicito urgente providencias e indicacao a quem devo recorrer.,0
excelente! entrega rapida e o produto e lindo!,1
adorie tudo muito bom,1
"gostei muito, entregou antes do prazo ! recomendo .",1
servico maravilho e produto tambem!,1
rapido e eficas,1
"nao fui informada da tentativa de entrega, meu produto retornou ao remetente e a lannister.com nao tinha nocao do acontecido. busquei informacoes nos correios!!!",0
comprei dois produtos so me entregaram um,0
produto q n tinha na loja..receber n um produto q n gostei..,0
"os panos sao uma graca,enxuga super bem casa estampa nao linda q a outra chegou antes do prazo . muito feliz vou comprar mais.",1
entrega antes do prazo.,1
nao recomendado,0
linda. entregue no prazo material excelente. recomendo.,1
adoro mais ainda quando a entrega e antecipada,1
"me atendeu, mais nao esta reconhecendo o cartao de memoria, dentro do esperado.",1
adorei muito o meu relogio,1
produto 100% foi enviado corretamente,1
panela de qualidade e preco excelente.,1
parabens pelo trabalho,1
oproduto chegou rapido ebom e bonito e barato vou recomendar este produto aus meus amigo okei,1
produto muito bom! recomendo.,1
nao imaginei que teria varias avarias nao fiquei feliz com o produto.,0
mto bom e bonito gostei,1
"compra facil, e a entrega rapida",1
muito bom mesmo recebir meu produto antes da data .. muito satisfeito...,1
"lannister esta vacilando com a entrega....3 ptoduto q compra que a entrega atrasa, fora os que nao chegaram :( muito decepcionada parei com a lannister....",0
"recebemos com bastante antecedencia, produto otimo. infelizmente o correios deixou a caixa cair e teve uma quebra na lateral mas nada que abone o trabalho.",1
produto veio errado,0
mt bom o produto,1
"empresa muito boa, superou minhas expectativas, valeu apena acreditar.se todas fossem assim, estariamos numa boa.",1
um dos relogios veio aberto sem tampa e sem funcionar nao recomendo a ninguem essa empresa,0
"e uma vergonha, se o pedido foi preparado para envio dia 23/04/2018, ate agora nada. voces vao entregar o pedido ou nao! favor me avisar para cancelar a compra.",0
produto bom minha filha amou,0
fiz uma compra de 3 produtos entregaram duas e o correio nao entregou a terceira alegando que nao tinha ninguem casa! como entregam 2 e nao tem ninguem pra receber a 3a?! tive que retirar! absurdo!,0
recebi o produto de cor incorreta da minha escolha,1
"muito bonita, adorei",1
otimo produto,1
100 % satisfito,1
nao recebi o produto escolhido. pedi na cor vermelha e me mandaram uma na cor preta. para calar a minha boca me mandaram um brinde. seria mais honesto avisar indisponibilidade dessa cor. decepcao .,0
alem de nao entregarem.nao fui avisada nem reembolsada.,0
boa. entrega rapida.,1
"produto muito bom, e entrega rapida!",1
boa noite minha compra foi realizada ha mais de 3 meses e ate hj nada.acabou o verao e minha filha todos os dias pedia a boia de unicornio.nao recebi o produto.,0
"o produto chegou no prazo, em perfeitas condicoes de uso e e de excelente qualidade.",1
"eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro.",0
tem pouco tempo que estou tomando parece muito bom,1
parabens .produto entregue bem antes do prazo.atendeu as minhas necessidades.,1
"superou a expectativa, tanto no produto como a entrega bem antes do prazo",1
porem com alguns arranhoes e danos.,1
"as compras que fiz no mesmo carrinho foram processaras de forma separada onerando o frete, uma das compras demorou demais para ser enviada e ainda nao recebi o produto.",0
produto de qualidade.,1
"o produto nao foi entregue. mensagem da transportadora diz que ""objeto ainda nao chegou a unidade""",0
recebi as mercados conforme exposto no site e chegou bem antes do prazo estipulado. recomendo!,1
muito satisfeita com o atendimento e recebimento do produto.,1
enselente,1
to santfeita por chegar 12 dias antes. mais a cafeteira ainda nao chegou era para chega dia 6/8,1
com esse produto tudo certo,1
o produto foi entregue antes do prazo informado. recomendo a todos.,1
"comprei duas unidades de um determinado produto, sendo que, chegou apenas uma",0
"alem do esperado brinquedo legal meu filho gostou muito, a entrega nao preciso nem dizer ne foi entregue muito antes do prazo estipulado lannister a melhor em tudo preco e agilidade na entrega otimo.",1
"muito bom produto, material excelente",1
"da forma descrita, chegou bem antes do prazo",1
pontualidade!,1
"comprei por um produto, veio outro. agora nao consigo contato com a loja",0
produto entregue em perfeita condicoes.,1
"comprei 2 unidades do produto, veio avariado visto que a embalagem e muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressao que dog colocado em cima dele.",0
"nao cumpre o prazo de entrega,ate agora nao recebi o meu produto.",0
procuto chegou antes do prazo e em perfeito estado. recomendo a loja!,1
produto conforme anuncio no site do stark.,1
"ficamos muito satisfeitos com o produto, atende as nossas necessidades com muita facilidade. recomendo!",1
entrega rapida,1
otimo,1
muito lindo! entrega rapida!,1
mochila de otimo tamanho para o meu filho de 3 anos... boa qualidade.. tamanho ideal,1
"recebi o produto errado, comprei o bca max em capsulas e veio bca drink liquido, quero fazer a troca urgencia",0
produto conforme anunciado e entregue dentro do prazo.,1
sem problemas. recomendo,1
olha comprei 2 produto mas foi entregue so um nao sei o y aconteceu esse saet sempre entregou correto.,1
por enquanto o relogio esta funcionando corretamente.,1
frigideira muito boa !! digna da culinaria mineira !!! melhor estado do pais com pessoas excelentes !!!pode comprar !!!,1
muito bom o produto.,1
veio a fonte e quatro emissores mas o aparelho transmissor nao veio,0
"fiz a compra de duas unidades. recebi apenas um, e na nota fiscal constam 02 itens.",0
recomendo,1
"cortina alto relevo, simples e bonita. alem do preco fantastico..",1
o produto chegou antes do prazo,1
produto com medida menor do que a informada no site,0
o envio foi rapido e o produto bem embalado e funcionando.,1
excelente,1
"por enquanto tudo bem com o produto, nada a reclamar.",1
aguardo um retorno para resolvermos o assunto e minimizar o transtorno,0
"pedi n° 18 que e que eu veio uma que nao deu no meu dedo, pedi o cancelamento da compra no praso ou seja no outro dia do recebimento, nao foi feita ate hoje a coleta e o estorno do cartao.",0
tudo certo,1
produto real.,1
chegou antes do prazo! valeu !!;,1
"comprei 2 cartuchos e me entregaram 1, ate agora nao entraram em contato apos reclamacao para resolver minha situacao e o pior estou precisando da mercadoria e minha impressora so funciona com os 2",0
produto de primeira qualidade e chegou no prazo prevsito.,1
"tudo ok, produto de acordo com o anunciado, so nao foi melhor porque a entrega foi pelos correios, empresa estatal que presta um pessimo servico, mas dessa vez entregaram no prazo...",1
bom parceiro,1
"foi entregue apenas a pelicula, mas o vendedor mandou uma carta junto explicando motivo. porem, a pelicula nao serviu, e to tentando contato com o vendedor.",1
"chegou antes do prazo, so faltou embalar.",1
tudo ok,1
"produto bom. chegou antes do prazo, como de praxe, na lannister.",1
"quanto ao atendimento, a lannister esta de parabens. alem de entregarem sempre dentromdo prazo.",1
"todo meu pedido foi cancelado, entao nao recebi meu headset e o estorno ja foi realizado. isto posto, nao posso avaliar de maneira digna a loja supracitada.",0
otimo,1
"nao consigo dizer precisamente porque o fogao chegou para meu inquilino e nao tenho contaot com ele, so atraves do corretor. aparentemente ocorreu tudo ok.",1
o produto nao foi entregue e nao obtive nenhum retorno sobre o assunto.,0
as embalagens dos produtos uma vergonha...as lannister devem largar de mao o parceiro com urgencia. parece ser empresa fundo de quintal.,0
"entrega rapida, o produto e muito bom , facil de manusear",1
"o produto chegou certo, e no prazo. recomendo!",1
"esperei um mes, produto nao chegou e tive problemas no cancelamento da compra...",0
excelente produto. vendedor nota 1000,1
recebi o produto dentro do prazo.,1
alta eficiencia,1
"eu amei o produto, e a entrega foi fantastica!!!",1
produto entregue antes da data prevista. parabens,1
o produto veio diferente do que que aparecia na imagem!,0
produto exatamente como o descrito. entrega um pouco antes do prazo informado no site. recomendo!,1
ja gostei muito dessa sait agora nao indico mais,0
uma loja acolhedora e que entrega aquilo que foi proposto. adorei!,1
produto bom entregue no prazo mesmo com os correios em greve,1
entregue em em boa embalagem e dentro do prazo!,1
"um pouco de confusao na hora de entrega, mas tudo resolvido",1
otima compra e produto!,1
"perfeito, amei muito linda a cor, e o tecido muito bom. ..",1
"nao recomendo este produto. aparentemente falsificado, o som e de pessima qualidade, nada parecido com o original que eu tenho.",0
"produto como no anuncio, bom vendedor",1
"foi entregue no prazo, veio tudo correto, ganhei um mimos, amei meus produtos. obrigada. super recomendo.obg",1
tudo certo! tudo otimo! obrigado!,1
cancelei a compra e mesmo assim me entregaram produto e ainda entregaram outro modelo. fico no aguardo para devolucao do produto sem custo. att.,0
gostei muito da compra super rapido entrega antes do q eu imaginava parabens pessoal do baratheon,1
muito lindas e muito funcifuncional 👏😍,1
"ele tem uma aparencia de material diferente do que mostra as fotos, mas igualmente e lindo, leve e pratico ate de limpar.",1
otimo adorei o produto foi entregue no prazo muito bom recomendo,1
boa tarde recebi o tapete de eva e nao recebi o boneco authentic games. como faco??,0
produto conforme anunciado e entrega dentro do prazo.,1
produto com defeito e sem retorno de targaryen.,0
recebi corretamente...,1
"produto descrito com clareza, preco acessivel, entrega antes do prazo, tranquilidade e satisfacao.",1
"tudo perfeito, produto veio corretamente e sem atrasos",1
produto muito bom!,1
"adorei, entregue rapido. mara maravilha",1
muito bom,1
achei o tapete muito fino...nao gostei,0
um dos produtos teve um atraso mas geral veio certo entao recomendo,1
foi uma otima compra.,1
nunca mais eu comprou nas americas,0
"excelente, recebi antes do prazo.",1
"otimos vendedores e confiaveis. quando precisar comprar, estarei sempre buscando essa forma segura e tranquila..",1
o produto e de pessima qualidade o skate tem uma boa qualidade mais o kit de seguranca que vem junto nao presta o capacete e de isopor e o restante e de papelao que nao tem nenhuma seguranca no produo,0
a imagem mostrava o produto original mas recebi o de qualidade inferior,0
"veio so um conjunto das toalhas, o resto nao veio das coisas",0
"adorei a rapidez, o produto veio do jeito que pedi mas a pelicula veio toda trincada. nao vou mandar de volta pq nao vale a pena pagar o correio por conta do preco do produto.",0
"bom dia, o produto tem embalagem diferente da foto, mas confirmei com minha amiga e ela disse que era ele mesmo. entao poderiam atualizar a foto. quanto ao produto e excelente",1
